-1.088692085930788256e+00,-5.533409796892220234e-01,2.410161874976835428e+00,1.283319399781500447e+00,-8.474382342861559447e-01,-1.113535936804185944e+00,-2.100391706721913110e+00,-1.014885968041766423e-01,-3.358902093165794245e+00,-2.183773835120006002e+00,1.505150720595538560e+00,-8.175533787514462913e-01,-1.004011489713130922e+00,5.791191021159095564e-01,1.318033646259764990e-01,-3.496983488948925967e-01,1.696319173496577903e+00,6.935314941543592182e-01,-2.231704919525627773e+00,-3.112110623683585486e-01
-1.561683784601328506e+00,7.705522164404838836e-01,-1.348526063005870634e+00,-2.143134954979972473e-01,-1.497190265706538570e+00,3.742349541428485749e-01,8.995707919186808343e-01,-6.264666328047496791e-01,9.397435287537635462e-01,1.449765036819019137e+00,1.483833900364643910e-01,4.528825776276131782e-02,-1.721076010231024744e+00,1.252535990664870091e+00,-1.147182880359454593e+00,-2.477604806371099588e+00,-2.280727761911868878e+00,1.202533973362066799e+00,3.288520661691211600e-01,-3.089270064634367152e+00
-1.702645566322201764e+00,-1.960008374408758858e+00,2.881582803500821674e-02,-1.982057284682753551e+00,-1.794514121400814677e+00,2.505430604942768813e+00,-1.386624365254059306e-02,5.127071246263612547e-01,-1.774619514632361117e+00,6.045619383915692424e-01,-2.127795101216836127e+00,-2.127066246674164329e+00,-2.323030068437866302e-01,1.287061549670495575e+00,-3.101040208456641301e-01,7.638743605487180455e-01,7.551782340903766544e-01,-1.085505885106786028e+00,2.402383808323842185e-01,7.431019814885178043e-01
1.584626943402375865e+00,1.537247584777294618e+00,4.297161030395771908e-01,-2.158588951699916159e+00,-1.257691500108105265e+00,-8.334019748682888196e-01,-2.090383577291461403e+00,2.050420499331938595e-01,2.612431483140001745e-02,9.798102056625976886e-01,-3.616846243524082460e+00,1.203389513397927990e+00,-1.770351053447430045e+00,-9.693746197126594799e-01,1.030631570479610737e+00,-1.569079554168041568e+00,1.812899670510686179e-01,-1.364595368316820823e+00,-6.041851982872883386e-01,4.606609296036914269e-01
3.679939387988409583e-01,-1.722234742127103813e+00,-1.432557267966179326e+00,-1.458019587203535306e+00,1.692055903813007856e+00,-3.477682033687407581e-01,1.838761281781897960e-01,-2.343740599997639951e+00,-8.140376079347058647e-02,-2.667182016505891262e+00,4.391101703291300229e-01,2.030997466833647513e-01,9.638905897815005508e-01,-8.074999842737233813e-01,-5.043015280511214948e-01,1.914121496920866194e+00,-2.373862756783604144e+00,-2.514052349053857327e+00,1.664866327236814714e+00,4.325436019738452265e-01
1.619312154659064307e+00,1.936936378017348082e+00,2.827742620185642042e-01,1.993678016479576875e+00,-1.003757296647101338e+00,-1.057271035185572972e+00,-3.570983575617155403e-01,-1.167044327880930377e+00,-9.084192724354049897e-01,-6.598337160649481170e-01,1.080558469201741589e+00,6.134415845892688957e-01,-1.916099041241315915e+00,-1.216724245775615998e+00,-2.506297934539707395e+00,-1.166042064018272484e+00,-2.711119224559283669e+00,-7.474577246621858517e-01,-1.490716582173771343e+00,6.899390872550387188e-01
-1.380648496387983259e+00,-2.521527089370740327e-01,-1.683966628894168482e-01,2.262381556217518241e+00,5.549126540380968642e-01,-2.517345621705990411e+00,-2.382360809636555055e-01,-4.148743018792513948e-01,-7.426894791803385631e-01,1.271085596385458372e+00,-1.310335386843238803e+00,-3.443591172927351174e+00,1.770092143442939525e-01,-1.867242200150299070e+00,-6.290489686142417547e-01,3.681535211337415014e-01,-1.274593437449959898e+00,3.210386264956661129e-01,2.201516297065145178e+00,-1.511836177453118601e-01
1.549352305117619233e+00,-2.949613586375264607e+00,-2.615668568833688479e+00,-1.092498656850652949e+00,-3.036780690130555516e-01,5.034574760734266130e-01,-1.390304060198373159e+00,-2.529040690158333771e+00,2.946125177686457208e-01,5.560689535706820896e-01,2.008201832882954285e-01,-1.122859172725803600e-01,-5.002834618143805478e-01,1.395486918040079738e+00,8.651833574404883542e-01,4.458868625366015359e-01,4.442633169194770137e-01,1.677523474142513793e+00,-2.860506057823360315e+00,-7.531345113490086618e-01
-2.559875270446905215e+00,1.682343177587025895e+00,1.170167936785106555e+00,-1.994384212357489972e+00,-1.564470059131788382e+00,1.516751087108011653e+00,1.251776116604824240e+00,3.225400692460011487e-01,-2.281331128677836495e-01,-2.515034561024767523e+00,-1.050152817474367062e+00,4.036588806558901732e-01,1.417274831724456119e+00,-2.011082507817512965e+00,-2.038884893038672264e+00,-1.517692250240345153e+00,4.743586699291445913e-02,-1.361150016370452187e+00,4.710272808656945642e-02,1.518905584674438980e-01
-3.557018911841705044e-01,-3.819572986916720536e-01,-2.070891857716568474e+00,-1.230197137536966911e+00,-3.899568644618600644e-01,-1.777263848478569663e+00,8.205807668740202621e-01,-1.620526367675722001e-01,7.831428733001032372e-01,-2.212983448951776566e+00,6.176413615311098226e-01,-9.317726253583059892e-02,1.827083873042147477e+00,-1.813647011545721499e+00,2.149715810371561453e+00,-1.935636158982646737e+00,1.419788474045347026e+00,-1.438488816266168646e+00,-2.269480692149640433e+00,-2.413038643675572636e+00
